,Domain,Phylum,Class,Order,Family,Genus
Seq17354,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,C1-B045
Seq17355,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Cycloclasticus
Seq17356,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SS1-B-06-26,
Seq17357,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,D05-2,
Seq17358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family Incertae Sedis,Bauldia
Seq17359,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
Seq17360,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq17361,Bacteria,Tenericutes,Mollicutes,Mycoplasmatales,Mycoplasmataceae,Mycoplasma
Seq17362,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq17363,Bacteria,Bacteroidetes,Cytophagia,Order II Incertae Sedis,Rhodothermaceae,Salinibacter
Seq17364,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Ellin6055,
Seq17365,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq17366,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,7B-8,
Seq17367,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,uncultured
Seq17368,Bacteria,Cyanobacteria,Chloroplast,,,
Seq17369,Bacteria,Cyanobacteria,Chloroplast,,,
Seq17370,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq17371,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola
Seq17372,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,
Seq17373,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis
Seq17374,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Photobacterium
Seq17375,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Blastopirellula
Seq17376,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Flexibacter
Seq17377,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
Seq17378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Family Incertae Sedis,Nordella
Seq17379,Bacteria,Proteobacteria,ARKICE-90,,,
Seq17380,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,uncultured
Seq17381,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
Seq17382,Bacteria,Proteobacteria,Betaproteobacteria,Nitrosomonadales,Nitrosomonadaceae,uncultured
Seq17383,Bacteria,Proteobacteria,Betaproteobacteria,Hydrogenophilales,Hydrogenophilaceae,Thiobacillus
Seq17384,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Demequinaceae,Demequina
Seq17385,Bacteria,Proteobacteria,Gammaproteobacteria,BD72BR169,,
Seq17386,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Seq17387,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SAR86 clade,
Seq17388,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,OM60(NOR5) clade
Seq17389,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Marinoscillum
Seq17390,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Sva0996 marine group,
Seq17391,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,NS9 marine group,
Seq17392,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter
Seq17393,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Pelagibius
Seq17394,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
Seq17395,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Seq17396,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,uncultured
Seq17397,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,
Seq17398,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq17399,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq17400,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Sulfurimonas
Seq17401,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Seq17402,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Seq17403,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium
Seq17404,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,uncultured,
Seq17405,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Aquabacterium
Seq17406,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Seq17407,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus
Seq17408,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium
Seq17409,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,uncultured
Seq17410,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Fastidiosipila
Seq17411,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,uncultured
Seq17412,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,uncultured
Seq17413,Bacteria,Spirochaetae,Spirochaetes,Spirochaetales,Spirochaetaceae,Spirochaeta
Seq17414,Bacteria,Firmicutes,Clostridia,Clostridiales,Family XIII Incertae Sedis,Mogibacterium
Seq17415,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,RC9 gut group
Seq17416,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Coprococcus
Seq17417,Bacteria,Caldiserica,Caldisericia,Caldisericales,LF045,
Seq17418,Bacteria,Cyanobacteria,Chloroplast,,,
Seq17419,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,
Seq17420,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,
Seq17421,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Rhodococcus
Seq17422,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Ulvibacter
Seq17423,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,JG37-AG-20,
Seq17424,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,uncultured
Seq17425,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Pseudospirillum
Seq17426,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Seq17427,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermatophilaceae,uncultured
Seq17428,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,DA111,
Seq17429,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Seq17430,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq17431,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17432,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
Seq17433,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,OM60(NOR5) clade
Seq17434,Bacteria,Proteobacteria,Elev-16S-509,,,
Seq17435,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella
Seq17436,Bacteria,Firmicutes,Bacilli,Bacillales,Family XII Incertae Sedis,Exiguobacterium
Seq17437,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus
Seq17438,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirga
Seq17439,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium
Seq17440,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Variovorax
Seq17441,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq17442,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
Seq17443,Bacteria,Candidate division OD1,,,,
Seq17444,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,SUP05 cluster,
Seq17445,Bacteria,Lentisphaerae,Lentisphaeria,Victivallales,Victivallaceae,Victivallis
Seq17446,Bacteria,Planctomycetes,SGST604,,,
Seq17447,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Magnetospira
Seq17448,Bacteria,Fibrobacteres,Fibrobacteria,Order Incertae Sedis,Family Incertae Sedis,possible genus 03
Seq17449,Bacteria,BD1-5,,,,
Seq17450,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax
Seq17451,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq17452,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq17453,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq17454,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,WCHB1-69,
Seq17455,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Brucellaceae,uncultured
Seq17456,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,uncultured
Seq17457,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Woodsholea
Seq17458,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium
Seq17459,Bacteria,Actinobacteria,Actinobacteria,PeM15,,
Seq17460,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia
Seq17461,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
Seq17462,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,endosymbionts
Seq17463,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq17464,Archaea,Thaumarchaeota,Group C3,,,
Seq17465,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Seq17466,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Maribacter
Seq17467,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius
Seq17468,Bacteria,Proteobacteria,ARKICE-90,,,
Seq17469,Bacteria,Proteobacteria,Epsilonproteobacteria,Campylobacterales,Campylobacteraceae,Arcobacter
Seq17470,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq17471,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Dasania
Seq17472,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Wenxinia
Seq17473,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,Planctomyces
Seq17474,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
Seq17475,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Crocinitomix
Seq17476,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus
Seq17477,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium
Seq17478,Archaea,Thaumarchaeota,Marine Group I,,,
Seq17479,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
Seq17480,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,JTB255 marine benthic group,
Seq17481,Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,GR-WP33-58,
Seq17482,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq17483,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq17484,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Marinobacterium
Seq17485,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq17486,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq17487,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas
Seq17488,Bacteria,Chloroflexi,Caldilineae,Caldilineales,Caldilineaceae,uncultured
Seq17489,Bacteria,Proteobacteria,Gammaproteobacteria,Order Incertae Sedis,Family Incertae Sedis,Marinicella
Seq17490,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella
Seq17491,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
Seq17492,Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,BacC-u-018,
Seq17493,Bacteria,Proteobacteria,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylomicrobium
Seq17494,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,BD1-7 clade
Seq17495,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq17496,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Seq17497,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,uncultured
Seq17498,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidiferrobacter
Seq17499,Bacteria,Bacteroidetes,VC2.1 Bac22,,,
Seq17500,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Cryomorphaceae,Fluviicola
Seq17501,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Microbacteriaceae,Candidatus Aquiluna
Seq17502,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq17503,Bacteria,Bacteroidetes,BD2-2,,,
Seq17504,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Stenotrophomonas
Seq17505,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,uncultured
Seq17506,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,NS5 marine group
Seq17507,Bacteria,Proteobacteria,Elev-16S-509,,,
Seq17508,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Rubritalea
Seq17509,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,DEV007,
Seq17510,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Granulosicoccaceae,Granulosicoccus
Seq17511,Bacteria,Proteobacteria,Betaproteobacteria,Rhodocyclales,Rhodocyclaceae,uncultured
Seq17512,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Nitratireductor
Seq17513,Archaea,Thaumarchaeota,Marine Group I,Order Incertae Sedis,Family Incertae Sedis,Candidatus Nitrosopumilus
Seq17514,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Seq17515,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq17516,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter
Seq17517,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Gluconacetobacter
Seq17518,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacteriales,Enterobacteriaceae,Escherichia-Shigella
Seq17519,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Chryseobacterium
Seq17520,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,uncultured
Seq17521,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Seq17522,Bacteria,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus
Seq17523,Bacteria,Proteobacteria,Deltaproteobacteria,GR-WP33-30,,
Seq17524,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,uncultured,
Seq17525,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17526,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Aquimarina
Seq17527,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanosphaera
Seq17528,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodovulum
Seq17529,Bacteria,Bacteroidetes,VC2.1 Bac22,,,
Seq17530,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio
Seq17531,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Seq17532,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17533,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Crossiella
Seq17534,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Xanthobacter
Seq17535,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia
Seq17536,Bacteria,Firmicutes,Bacilli,Lactobacillales,Leuconostocaceae,Weissella
Seq17537,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,alphaI cluster,
Seq17538,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Seq17539,Bacteria,Lentisphaerae,Lentisphaeria,c5LKS8,,
Seq17540,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Seq17541,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Halomonas
Seq17542,Bacteria,Bacteroidetes,Flavobacteria,Flavobacteriales,Flavobacteriaceae,Flavobacterium
Seq17543,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17544,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,uncultured
Seq17545,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella
Seq17546,Bacteria,Chloroflexi,S085,,,
Seq17547,Bacteria,Chloroflexi,S085,,,
Seq17548,Bacteria,Chloroflexi,S085,,,
Seq17549,Bacteria,Chloroflexi,Dehalococcoidia,MSBL5,,
Seq17550,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,
Seq17551,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Family Incertae Sedis,Candidatus Microthrix
Seq17552,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium
Seq17553,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,uncultured
Seq17554,Bacteria,Planctomycetes,Planctomycetacia,Planctomycetales,Planctomycetaceae,uncultured
Seq17555,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Nocardiaceae,Gordonia
Seq17556,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Acetobacteraceae,Rhodovastum
Seq17557,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Dermacoccaceae,Dermacoccus
Seq17558,Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Cytophagaceae,Hymenobacter
Seq17559,Bacteria,Chloroflexi,JG30-KF-CM66,,,
Seq17560,Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,uncultured,
Seq17561,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,uncultured,
Seq17562,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Seq17563,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas
Seq17564,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq17565,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Trichococcus
Seq17566,Bacteria,Actinobacteria,Actinobacteria,Propionibacteriales,Nocardioidaceae,Nocardioides
Seq17567,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rubellimicrobium
Seq17568,Bacteria,Actinobacteria,Actinobacteria,Micrococcales,Micrococcaceae,Kocuria
Seq17569,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus
Seq17570,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17571,Bacteria,Acidobacteria,Acidobacteria,Subgroup 4,24-Nov,
Seq17572,Bacteria,Acidobacteria,Acidobacteria,Subgroup 6,,
Seq17573,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,cvE6,
Seq17574,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium
Seq17575,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Defluviicoccus
Seq17576,Bacteria,Proteobacteria,Betaproteobacteria,TRA3-20,,
Seq17577,Bacteria,Chlamydiae,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Rhabdochlamydia
Seq17578,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Panacagrimonas
Seq17579,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter
Seq17580,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia
Seq17581,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Devosia
Seq17582,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas
Seq17583,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Carnimonas
Seq17584,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Aestuariibacter
Seq17585,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia
Seq17586,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,uncultured,
Seq17587,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,uncultured
Seq17588,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Acidiferrobacter
Seq17589,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Family Incertae Sedis,Kiloniella
Seq17590,Bacteria,Candidate division TM7,,,,
Seq17591,Bacteria,Planctomycetes,OM190,,,
Seq17592,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas
Seq17593,Bacteria,Firmicutes,Bacilli,Lactobacillales,Aerococcaceae,Aerococcus
Seq17594,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,uncultured
